,Initial_Reserve_Amount,Primary_Cause_of_Accident,Claimant_Age,Initial_Class_of_Claim,Repairable_Flag,Total_Loss_Flag,Claimant_State,Minor_Involved,Days_to_Int_Reserve_since_FNOL,Primary_Accident_Description,Initial_Attorney_Involvement,Total_People_Involved,Non_Drivable_Flag,Number_of_Injuries,Rate_Class,Hospital_Visit,Vehicle_Type,Pedestrian_Involvement,Combined_BI_Limits,Performance_Vehicle,Claimant_Injuries
285,10360,2,65,1,1,0,1,0,19,0,0,4,1,0,0,0,3,0,50000,0,3.0
3231,26998,0,37,0,1,0,2,0,26,2,1,1,1,0,2,0,3,0,50000,0,0.0
428,10024,0,40,1,0,0,4,0,23,1,0,2,0,2,0,0,3,0,100000,0,2.0
2332,7871,1,19,1,1,0,4,0,11,2,0,2,0,4,1,0,0,0,25000,0,2.0
2079,28290,1,65,0,0,0,1,0,3,2,1,3,0,1,2,0,1,0,100000,0,3.0
722,5290,2,54,2,1,0,1,0,18,2,0,4,1,3,2,0,3,0,100000,0,0.0
951,1171,0,27,1,1,0,4,0,29,2,0,1,1,4,2,0,2,0,100000,0,2.0
2262,24868,1,64,0,0,0,3,0,27,2,0,4,1,4,2,0,3,0,25000,0,2.0
989,13779,0,73,2,1,0,0,0,5,1,1,4,0,3,0,0,1,0,50000,0,2.0
3424,17279,0,28,1,0,0,0,0,11,2,0,2,1,0,0,0,0,0,25000,0,2.0
2487,31834,3,40,0,1,0,2,0,28,1,0,1,1,1,1,0,2,0,25000,0,3.0
326,40077,1,49,1,1,0,4,0,5,2,0,4,0,3,1,0,3,0,50000,0,2.0
1383,27443,2,45,0,1,0,3,0,29,0,0,4,0,1,0,0,1,0,50000,0,2.0
1724,20525,2,18,0,0,0,0,0,24,1,0,3,1,1,0,0,3,0,25000,0,2.0
1086,25070,3,36,1,1,0,4,0,7,2,0,4,0,2,1,0,1,0,25000,0,3.0
341,7238,1,68,2,1,0,0,0,12,1,1,1,0,2,1,0,1,0,25000,0,2.0
147,8487,0,26,0,1,0,2,0,24,0,0,2,0,4,0,0,2,0,50000,0,3.0
2857,16695,1,71,0,1,0,1,0,12,1,0,3,0,0,1,0,2,0,25000,0,0.0
1107,33091,1,52,1,0,0,2,0,8,2,0,3,0,1,1,0,2,0,25000,0,2.0
848,36951,2,34,2,1,0,2,0,16,2,0,1,1,0,2,0,1,0,50000,0,3.0
966,20781,2,63,2,1,0,1,0,15,0,1,4,1,4,2,0,0,0,50000,0,2.0
3239,16233,2,59,0,1,0,0,0,11,2,0,3,0,0,1,0,0,0,50000,0,3.0
2203,516,3,77,0,0,0,1,0,7,2,1,2,0,3,2,0,1,0,25000,0,2.0
661,19940,0,59,2,1,0,2,0,2,1,1,1,0,2,2,0,2,0,100000,0,1.0
1002,39214,1,23,0,1,0,4,0,28,0,0,4,1,2,0,0,0,0,25000,0,3.0
2860,39621,1,50,2,1,0,3,0,11,0,1,4,0,2,0,0,2,0,25000,0,3.0
3077,46028,1,27,0,0,0,0,0,27,2,0,3,0,1,1,0,3,0,50000,0,2.0
3346,28753,3,73,0,0,0,0,0,27,2,0,2,0,3,1,0,0,0,100000,0,0.0
3252,43468,2,63,2,1,0,3,0,21,0,1,4,1,2,1,0,2,0,50000,0,2.0
1879,21872,1,72,2,1,0,2,0,19,0,0,1,0,0,0,0,2,0,100000,0,2.0
3454,35125,0,50,2,1,0,0,0,15,2,1,1,0,3,1,0,2,0,100000,0,1.0
1203,655,1,36,0,1,0,1,0,4,0,0,2,1,3,0,0,3,0,25000,0,2.0
1990,15321,3,52,1,1,0,3,0,23,0,0,2,0,3,0,0,0,0,50000,0,2.0
24,37565,1,62,2,1,0,1,0,11,2,0,4,0,0,2,0,3,0,25000,0,2.0
3446,32876,1,68,0,1,0,2,0,25,2,0,4,0,3,1,0,1,0,100000,0,0.0
2483,5258,3,41,0,1,0,3,0,23,2,0,1,1,2,0,0,0,0,50000,0,2.0
3594,30065,2,45,0,1,0,0,0,3,1,0,3,0,3,2,0,2,0,100000,0,2.0
2813,22969,3,20,1,0,0,0,0,2,2,0,1,0,0,0,0,3,0,25000,0,3.0
875,14984,1,73,0,0,0,0,0,5,0,1,3,1,1,1,0,1,0,100000,0,2.0
3300,8917,3,71,1,1,0,3,0,18,0,1,1,1,1,0,0,3,0,50000,0,2.0
938,34035,0,20,0,0,0,1,0,29,0,1,4,1,2,2,0,1,0,25000,0,2.0
2394,14340,2,33,1,1,0,1,0,17,1,0,3,0,4,2,0,3,0,25000,0,2.0
3063,9109,3,30,1,1,0,2,0,29,0,0,4,0,3,0,0,3,0,100000,0,1.0
3642,2772,1,71,2,1,0,0,0,15,1,1,2,0,1,1,0,1,0,25000,0,0.0
385,14560,3,56,0,1,0,3,0,22,1,0,3,0,3,1,0,2,0,25000,0,2.0
2807,17699,0,48,2,1,0,3,0,7,2,0,1,0,4,1,0,3,0,50000,0,1.0
3064,21305,2,37,0,1,0,3,0,21,2,0,4,0,0,2,0,3,0,25000,0,2.0
2694,35974,3,61,0,1,0,1,0,6,0,0,3,1,2,2,0,1,0,100000,0,0.0
2291,17546,0,26,0,1,0,2,0,9,0,0,2,1,2,0,0,3,0,25000,0,1.0
3215,11610,2,54,1,0,0,2,0,23,2,0,3,0,1,1,0,2,0,50000,0,2.0
936,33687,2,45,1,1,0,4,0,26,1,0,2,0,4,2,0,1,0,100000,0,1.0
3656,10586,1,28,1,0,0,4,0,1,1,1,1,0,2,2,0,3,0,100000,0,3.0
2360,43404,2,25,1,0,0,0,0,10,1,0,3,0,3,2,0,0,0,25000,0,2.0
3583,20287,0,52,2,1,0,2,0,26,0,0,2,1,3,0,0,1,0,50000,0,2.0
1332,25872,0,31,2,1,0,3,0,10,1,0,3,0,3,1,0,0,0,100000,0,2.0
1934,23115,3,24,1,0,0,3,0,4,0,0,2,0,2,2,0,3,0,25000,0,1.0
935,3792,0,55,0,0,0,2,0,13,0,0,2,1,2,2,0,1,0,25000,0,3.0
2418,33198,0,57,1,1,0,2,0,9,2,0,1,0,2,2,0,0,0,100000,0,1.0
566,25074,3,50,1,0,0,4,0,1,1,0,3,1,1,0,0,1,0,100000,0,2.0
1854,45950,2,68,1,0,0,1,0,5,1,0,2,0,3,2,0,3,0,50000,0,3.0
2962,902,1,39,2,1,0,0,0,20,2,0,4,0,2,1,0,3,0,100000,0,3.0
2467,22150,0,66,2,1,0,1,0,1,1,1,1,1,3,2,0,0,0,100000,0,1.0
1645,20081,3,46,1,0,0,2,0,19,2,0,3,0,3,2,0,0,0,25000,0,2.0
2599,44566,0,42,0,1,0,1,0,23,0,0,3,0,2,1,0,0,0,25000,0,0.0
1792,738,3,57,1,0,0,4,0,16,2,0,4,0,3,2,0,1,0,25000,0,2.0
1430,29194,2,36,1,1,0,1,0,26,2,0,1,1,2,0,0,0,0,25000,0,3.0
2835,30577,2,60,2,1,0,2,0,3,2,0,2,0,0,0,0,2,0,100000,0,0.0
1013,44450,3,32,1,0,0,1,0,28,0,1,3,0,3,1,0,2,0,100000,0,2.0
1928,22939,2,60,0,1,0,0,0,26,2,1,4,0,4,2,0,3,0,100000,0,3.0
2847,29460,0,64,2,0,0,4,0,14,2,0,1,0,1,2,0,3,0,100000,0,3.0
126,33245,3,34,1,1,0,2,0,29,2,1,2,0,1,1,0,2,0,50000,0,2.0
3270,35341,3,42,0,0,0,3,0,5,0,0,2,1,2,0,0,2,0,50000,0,1.0
1347,47340,2,51,1,1,0,2,0,18,2,0,1,1,4,0,0,0,0,100000,0,1.0
355,47014,2,70,1,1,0,1,0,19,1,0,2,0,1,0,0,0,0,100000,0,3.0
827,49757,3,47,2,1,0,0,0,18,0,0,1,0,1,0,0,0,0,100000,0,2.0
1639,49579,2,40,1,1,0,1,0,24,0,0,3,0,0,0,0,2,0,100000,0,1.0
984,30456,2,38,2,1,0,1,0,17,1,0,4,0,0,0,0,1,0,100000,0,2.0
2188,3441,1,49,0,1,0,3,0,22,0,0,2,0,4,1,0,3,0,50000,0,1.0
3532,868,3,61,2,1,0,3,0,21,0,0,4,0,0,1,0,2,0,50000,0,2.0
2443,11779,1,29,0,0,0,4,0,15,1,0,2,0,2,1,0,0,0,50000,0,1.0
362,45875,1,70,1,1,0,3,0,2,2,1,4,0,0,1,0,3,0,25000,0,1.0
2349,29598,2,52,1,1,0,1,0,10,2,0,4,0,4,2,0,0,0,100000,0,2.0
345,47545,0,24,0,1,0,2,0,12,1,1,4,1,4,1,0,3,0,100000,0,2.0
3397,3350,1,70,1,1,0,2,0,29,1,0,2,1,0,2,0,2,0,100000,0,2.0
3232,31845,1,20,0,1,0,2,0,23,2,0,2,0,3,2,0,3,0,100000,0,3.0
711,27130,0,45,2,1,0,3,0,16,1,0,2,1,0,0,0,2,0,100000,0,2.0
2527,37744,3,63,0,0,0,0,0,29,0,1,1,0,1,2,0,3,0,25000,0,3.0
10,42106,3,36,0,1,0,2,0,8,1,1,4,1,4,1,0,1,0,25000,0,3.0
2951,39023,2,35,0,1,0,0,0,11,0,1,3,0,4,0,0,0,0,50000,0,1.0
2116,23053,3,65,0,1,0,0,0,5,1,1,3,1,3,1,0,1,0,50000,0,2.0
1834,17133,0,73,2,0,0,0,0,9,0,0,4,0,4,0,0,1,0,100000,0,1.0
793,8261,1,25,1,1,0,4,0,3,0,0,3,0,4,0,0,1,0,25000,0,1.0
3389,6472,3,63,0,1,0,0,0,9,1,0,2,1,1,2,0,2,0,25000,0,2.0
94,43142,3,38,1,0,0,1,0,5,0,1,1,0,1,2,0,1,0,100000,0,1.0
129,37131,1,56,1,0,0,1,0,3,0,0,4,0,2,1,0,2,0,25000,0,1.0
2371,42250,1,43,0,1,0,3,0,19,2,0,4,0,3,2,0,1,0,50000,0,1.0
2742,38739,0,56,1,1,0,2,0,22,2,0,2,0,4,1,0,3,0,25000,0,2.0
3560,29115,3,18,1,1,0,1,0,23,0,1,4,0,0,2,0,3,0,25000,0,1.0
2263,48943,1,72,1,1,0,3,0,19,0,1,2,1,1,1,0,0,0,25000,0,0.0
1900,33840,1,57,1,0,0,0,0,8,2,0,4,0,2,0,0,2,0,50000,0,2.0
2685,560,2,21,1,1,0,1,0,16,2,0,2,0,0,0,0,3,0,25000,0,2.0
2927,12778,1,42,1,0,0,3,0,4,2,0,1,0,1,0,0,3,0,50000,0,1.0
1932,13617,3,51,1,0,0,4,0,6,1,0,2,0,0,2,0,1,0,100000,0,2.0
2630,16304,3,70,0,0,0,0,0,12,1,0,1,0,0,1,0,0,0,100000,0,2.0
1865,10506,0,76,2,1,0,3,0,13,0,0,4,1,0,0,0,2,0,25000,0,2.0
1658,39209,1,28,0,0,0,0,0,7,2,1,2,1,1,2,0,2,0,50000,0,1.0
516,35388,0,39,1,1,0,1,0,29,2,0,3,0,1,1,0,0,0,100000,0,3.0
1857,28953,2,69,1,0,0,3,0,20,2,0,1,1,3,0,0,1,0,50000,0,2.0
2243,15258,3,46,0,1,0,1,0,13,0,0,3,1,0,2,0,3,0,100000,0,1.0
1277,38711,0,78,1,1,0,2,0,8,2,0,3,0,1,2,0,0,0,100000,0,2.0
3545,33459,1,78,0,1,0,2,0,24,2,0,3,0,4,0,0,2,0,100000,0,2.0
950,35653,2,27,2,0,0,4,0,2,1,1,4,0,2,2,0,3,0,100000,0,2.0
1120,46451,1,26,1,1,0,4,0,13,1,0,3,0,0,0,0,2,0,100000,0,1.0
2204,17348,3,78,1,1,0,2,0,16,2,0,4,0,4,2,0,1,0,100000,0,0.0
419,28132,1,68,1,1,0,3,0,4,0,0,4,0,3,1,0,2,0,100000,0,1.0
922,37118,3,25,0,0,0,3,0,26,1,1,1,0,2,0,0,3,0,100000,0,1.0
2697,35129,3,50,0,0,0,0,0,25,2,1,3,0,1,1,0,0,0,50000,0,1.0
477,35411,2,42,0,1,0,4,0,6,2,0,1,1,4,0,0,1,0,25000,0,1.0
2035,23300,0,71,0,1,0,3,0,16,0,0,4,1,2,0,0,2,0,50000,0,2.0
2670,25158,0,21,0,1,0,0,0,15,1,0,4,1,0,1,0,1,0,50000,0,1.0
1692,8174,3,45,2,0,0,4,0,11,1,1,3,1,0,0,0,3,0,25000,0,2.0
2711,38211,2,35,1,1,0,4,0,15,0,1,1,1,0,0,0,3,0,100000,0,2.0
1471,37482,1,66,1,1,0,1,0,22,0,0,4,0,1,1,0,2,0,100000,0,2.0
1202,7480,1,51,1,1,0,2,0,18,1,0,2,0,3,1,0,0,0,50000,0,3.0
2438,43629,3,63,0,1,0,2,0,6,0,0,2,1,4,0,0,0,0,50000,0,2.0
1669,2018,2,35,0,1,0,1,0,8,1,0,1,1,0,2,0,3,0,50000,0,3.0
3403,48537,1,69,2,1,0,4,0,18,2,0,1,1,0,0,0,3,0,100000,0,1.0
1970,44356,1,73,0,0,0,2,0,23,0,0,4,0,4,2,0,2,0,50000,0,2.0
2151,33264,2,48,0,1,0,0,0,10,0,0,3,1,1,1,0,3,0,50000,0,2.0
820,45314,1,38,0,1,0,4,0,6,0,0,1,0,3,0,0,0,0,100000,0,2.0
1997,21366,0,19,2,0,0,2,0,22,1,0,3,0,4,0,0,2,0,25000,0,3.0
3516,45127,3,28,0,1,0,0,0,17,2,0,1,1,3,0,0,2,0,50000,0,0.0
1248,31759,2,79,2,0,0,2,0,9,2,0,3,1,2,2,0,0,0,100000,0,0.0
3496,1714,1,35,0,1,0,2,0,24,0,0,1,1,1,1,0,3,0,50000,0,2.0
3259,34215,0,74,2,1,0,2,0,5,2,0,2,0,0,0,0,3,0,100000,0,1.0
2190,39669,1,64,2,1,0,4,0,18,0,0,3,0,0,0,0,2,0,25000,0,0.0
3201,2252,2,57,2,0,0,1,0,27,2,0,4,0,2,2,0,2,0,50000,0,2.0
1046,35046,0,35,2,0,0,0,0,11,1,1,3,0,4,0,0,0,0,50000,0,1.0
1888,46567,2,34,2,1,0,2,0,26,0,0,3,1,4,0,0,1,0,100000,0,1.0
2469,10443,0,52,1,1,0,0,0,27,2,1,2,0,0,0,0,3,0,25000,0,1.0
615,32588,2,45,1,0,0,0,0,29,1,0,1,0,2,1,0,3,0,50000,0,1.0
1318,49113,3,19,1,0,0,4,0,28,0,0,3,1,4,2,0,1,0,25000,0,1.0
3536,17707,3,71,1,0,0,2,0,21,1,0,2,0,0,0,0,0,0,50000,0,3.0
3573,7395,2,66,0,1,0,2,0,16,2,0,1,1,3,2,0,2,0,100000,0,2.0
3587,47187,3,78,1,0,0,4,0,9,1,1,2,1,3,1,0,3,0,25000,0,3.0
2136,4407,2,67,1,0,0,0,0,9,0,1,2,1,2,1,0,3,0,25000,0,3.0
3004,17732,2,39,1,1,0,1,0,8,1,1,2,0,0,1,0,0,0,100000,0,0.0
1772,44778,3,62,2,0,0,4,0,24,1,1,3,0,3,0,0,3,0,25000,0,3.0
3617,24263,2,52,2,1,0,0,0,27,1,0,4,1,0,2,0,3,0,100000,0,2.0
131,11593,0,66,1,1,0,3,0,20,1,0,3,1,0,0,0,2,0,50000,0,2.0
77,44857,1,72,1,1,0,3,0,19,1,1,4,1,4,1,0,1,0,50000,0,3.0
2052,31471,2,63,1,1,0,3,0,18,0,0,2,1,4,1,0,0,0,100000,0,3.0
724,37912,2,49,2,0,0,3,0,6,2,0,1,1,3,2,0,3,0,25000,0,2.0
1314,9267,3,44,1,1,0,1,0,16,1,0,2,0,2,0,0,0,0,100000,0,1.0
1851,34222,2,73,0,1,0,1,0,2,2,0,4,0,2,0,0,3,0,50000,0,2.0
3580,16390,2,34,1,1,0,3,0,11,2,0,1,0,1,0,0,3,0,25000,0,3.0
3105,26683,1,77,0,1,0,3,0,20,0,0,4,0,2,0,0,3,0,100000,0,1.0
3036,31140,2,46,1,1,0,0,0,20,1,0,2,0,2,0,0,2,0,25000,0,1.0
1372,42362,2,49,0,1,0,2,0,16,0,0,2,1,4,0,0,2,0,50000,0,2.0
1855,22339,0,61,2,1,0,0,0,29,2,0,1,0,3,1,0,3,0,50000,0,1.0
1319,30004,0,43,1,0,0,0,0,23,0,1,3,1,4,2,0,1,0,100000,0,2.0
2560,28522,2,47,1,1,0,2,0,8,1,0,1,1,2,1,0,0,0,25000,0,1.0
3523,2331,3,53,1,0,0,4,0,23,1,0,3,0,4,1,0,2,0,100000,0,2.0
2661,3309,3,69,0,1,0,4,0,6,0,0,4,0,0,1,0,3,0,50000,0,1.0
375,36798,1,24,1,1,0,4,0,10,2,0,4,0,3,2,0,1,0,25000,0,2.0
1908,31408,0,75,1,1,0,2,0,10,0,0,4,0,2,0,0,1,0,100000,0,2.0
333,6729,2,69,1,1,0,3,0,16,2,1,4,1,2,1,0,1,0,50000,0,1.0
2761,42637,1,38,0,1,0,2,0,1,2,1,4,0,3,2,0,1,0,100000,0,0.0
2815,37768,0,47,0,0,0,4,0,13,2,0,1,1,4,2,0,2,0,100000,0,2.0
2365,34920,1,50,2,1,0,4,0,19,0,0,3,0,4,0,0,3,0,100000,0,2.0
1604,9212,0,20,0,1,0,3,0,12,0,0,3,1,4,2,0,2,0,50000,0,2.0
1118,14789,1,27,2,1,0,1,0,7,1,0,1,0,2,1,0,1,0,50000,0,2.0
3469,35781,3,69,1,1,0,2,0,25,0,1,2,1,0,0,0,2,0,50000,0,1.0
1943,7453,3,66,2,1,0,0,0,27,2,1,4,0,0,0,0,1,0,25000,0,1.0
2771,20667,1,62,0,0,0,2,0,26,2,1,2,0,1,2,0,2,0,100000,0,1.0
2376,14914,2,30,1,0,0,2,0,21,1,0,4,1,4,0,0,1,0,50000,0,1.0
3082,33622,3,55,1,1,0,2,0,21,2,0,1,1,2,0,0,1,0,25000,0,1.0
1342,10214,3,79,2,1,0,1,0,1,1,0,4,0,0,2,0,1,0,50000,0,2.0
320,26829,3,19,1,0,0,1,0,22,0,1,3,0,4,1,0,1,0,25000,0,2.0
1619,37555,3,76,0,1,0,3,0,27,0,0,2,0,4,2,0,0,0,50000,0,0.0
2986,14344,1,47,0,1,0,0,0,5,0,0,2,1,0,2,0,0,0,50000,0,1.0
2060,40946,1,36,1,1,0,2,0,14,1,1,4,0,2,1,0,0,0,25000,0,3.0
2219,26263,3,68,0,0,0,4,0,8,0,0,4,1,4,2,0,0,0,100000,0,1.0
1673,36822,0,18,0,1,0,0,0,15,0,1,2,0,4,0,0,3,0,50000,0,2.0
1942,36403,2,20,0,0,0,0,0,22,2,1,4,0,4,2,0,0,0,100000,0,0.0
260,26326,1,59,2,1,0,2,0,17,1,0,3,0,3,0,0,1,0,25000,0,1.0
2874,14069,0,30,2,1,0,4,0,13,1,0,1,1,1,1,0,2,0,100000,0,1.0
2039,10283,1,47,0,1,0,1,0,23,1,0,3,0,2,1,0,0,0,25000,0,3.0
689,22304,3,70,1,1,0,4,0,10,1,0,3,0,0,2,0,0,0,50000,0,3.0
901,8825,0,29,1,1,0,4,0,8,1,1,1,1,0,1,0,0,0,100000,0,3.0
2306,38497,3,69,0,1,0,3,0,8,0,1,1,1,4,2,0,2,0,100000,0,1.0
2026,35964,0,68,2,1,0,3,0,10,2,0,4,0,2,2,0,1,0,50000,0,1.0
138,39254,2,23,1,1,0,4,0,8,2,1,2,1,2,2,0,2,0,100000,0,1.0
1917,10441,0,75,2,1,0,2,0,20,1,0,3,1,3,0,0,1,0,50000,0,1.0
1828,28269,2,21,2,1,0,2,0,14,0,0,3,0,0,2,0,3,0,50000,0,1.0
1573,21454,3,30,2,0,0,1,0,13,2,0,2,0,1,2,0,2,0,25000,0,1.0
319,43428,1,77,1,1,0,2,0,26,0,0,4,1,0,2,0,1,0,50000,0,1.0
653,10896,1,67,1,0,0,3,0,10,0,1,1,0,4,2,0,1,0,25000,0,3.0
2137,26383,2,59,2,1,0,0,0,26,2,1,3,0,2,0,0,2,0,50000,0,2.0
2836,25003,3,72,1,0,0,4,0,27,1,1,4,1,3,2,0,2,0,100000,0,1.0
558,37614,0,50,0,1,0,2,0,20,2,0,4,0,2,2,0,3,0,25000,0,3.0
2187,28026,3,47,0,0,0,0,0,13,0,0,1,0,4,1,0,3,0,100000,0,1.0
112,48904,0,44,2,1,0,0,0,5,2,0,1,1,4,1,0,2,0,25000,0,2.0
531,12418,1,68,0,1,0,2,0,25,1,0,4,1,1,0,0,2,0,50000,0,2.0
224,38602,3,63,0,1,0,3,0,20,0,0,2,1,2,0,0,1,0,50000,0,2.0
723,20549,0,49,2,1,0,1,0,25,1,0,1,0,4,1,0,2,0,25000,0,3.0
2965,15866,3,45,2,1,0,2,0,28,0,0,4,1,2,2,0,3,0,25000,0,2.0
3145,2802,1,62,0,1,0,1,0,1,1,1,1,0,1,2,0,2,0,100000,0,2.0
1433,33790,0,79,0,1,0,4,0,4,0,1,3,1,3,2,0,0,0,50000,0,2.0
2373,42537,1,49,0,1,0,0,0,3,1,0,1,0,2,2,0,1,0,25000,0,3.0
2846,9146,3,49,2,1,0,1,0,16,1,0,2,1,4,1,0,0,0,100000,0,2.0
2929,36675,2,34,2,1,0,4,0,7,0,0,3,0,1,2,0,0,0,25000,0,1.0
1458,7980,0,27,1,1,0,1,0,10,2,1,2,1,0,0,0,0,0,25000,0,3.0
3308,12060,1,58,2,1,0,1,0,15,0,0,3,1,3,2,0,3,0,100000,0,1.0
846,45605,2,60,1,1,0,3,0,8,0,0,2,1,2,2,0,0,0,50000,0,2.0
193,24607,3,27,0,1,0,2,0,14,1,1,4,0,0,0,0,2,0,25000,0,1.0
1464,35332,2,33,1,0,0,1,0,19,2,0,4,1,0,2,0,2,0,25000,0,2.0
2621,42005,2,76,0,1,0,0,0,20,1,0,2,0,2,2,0,1,0,50000,0,3.0
946,6042,3,25,2,0,0,2,0,26,2,0,2,1,2,1,0,1,0,25000,0,1.0
2021,48264,3,33,1,1,0,3,0,5,2,0,1,0,2,1,0,3,0,100000,0,3.0
2551,14298,1,59,0,0,0,2,0,1,1,0,3,0,1,0,0,2,0,50000,0,3.0
1629,14711,2,52,0,1,0,2,0,23,1,0,4,0,0,1,0,0,0,50000,0,2.0
117,17953,0,21,2,1,0,0,0,11,0,1,4,0,4,2,0,0,0,100000,0,2.0
645,27582,1,52,0,1,0,4,0,4,2,1,2,0,4,2,0,1,0,50000,0,3.0
1870,6210,0,41,1,1,0,2,0,6,1,1,3,0,3,1,0,0,0,50000,0,2.0
3,1269,1,58,1,1,0,0,0,21,0,0,1,1,4,1,0,3,0,25000,0,1.0
74,41045,2,30,2,1,0,3,0,7,0,1,3,0,0,0,0,3,0,50000,0,2.0
1755,3091,0,21,1,1,0,0,0,23,0,0,4,0,3,2,0,3,0,25000,0,2.0
467,45868,3,28,0,0,0,2,0,3,1,0,1,1,1,1,0,3,0,25000,0,1.0
5,5811,3,46,2,0,0,2,0,14,1,0,4,1,1,2,0,0,0,25000,0,3.0
1246,30983,2,77,1,0,0,1,0,3,0,1,1,0,0,0,0,3,0,50000,0,3.0
919,12830,0,48,1,0,0,3,0,9,1,0,3,1,0,1,0,1,0,100000,0,3.0
2595,23206,1,67,0,0,0,3,0,27,1,0,4,0,0,1,0,0,0,25000,0,1.0
228,35807,2,59,2,0,0,1,0,4,0,0,1,1,1,0,0,2,0,50000,0,1.0
1063,28023,3,59,2,1,0,3,0,11,0,0,2,0,4,2,0,2,0,25000,0,2.0
2590,13886,2,20,2,1,0,3,0,28,0,0,4,1,0,0,0,1,0,50000,0,3.0
242,4209,3,63,0,1,0,2,0,2,1,0,1,1,1,0,0,1,0,50000,0,0.0
3504,31199,2,37,1,0,0,2,0,29,1,0,4,1,4,2,0,3,0,25000,0,3.0
1160,33743,3,31,0,1,0,2,0,21,1,0,4,1,2,0,0,0,0,100000,0,2.0
3074,17035,3,36,0,1,0,0,0,16,1,0,2,0,0,1,0,3,0,50000,0,2.0
3098,15299,1,56,0,0,0,2,0,26,1,0,2,0,3,0,0,2,0,100000,0,2.0
2563,26291,2,30,0,0,0,3,0,1,2,1,4,1,2,1,0,0,0,50000,0,0.0
1526,20096,2,28,1,0,0,2,0,17,1,0,4,1,0,2,0,0,0,25000,0,3.0
1605,4051,3,29,0,1,0,4,0,1,1,0,4,0,3,2,0,2,0,50000,0,2.0
3415,39090,3,19,0,1,0,2,0,11,0,0,2,0,3,2,0,2,0,100000,0,1.0
3651,8369,3,60,1,0,0,0,0,9,2,0,4,0,2,0,0,2,0,100000,0,2.0
2843,38206,1,63,2,1,0,1,0,4,0,0,1,0,4,2,0,1,0,50000,0,0.0
3113,18816,2,48,1,1,0,0,0,9,1,0,4,1,4,0,0,2,0,50000,0,2.0
1989,2195,2,49,1,1,0,3,0,22,2,1,1,1,2,2,0,3,0,100000,0,1.0
2873,11711,2,33,2,1,0,3,0,8,0,0,3,0,2,1,0,3,0,25000,0,3.0
2362,2393,2,43,0,1,0,3,0,21,0,1,4,1,1,2,0,0,0,25000,0,2.0
1975,946,2,64,2,1,0,0,0,7,0,0,3,1,0,0,0,1,0,50000,0,1.0
1761,16221,3,54,0,1,0,0,0,12,1,0,1,0,3,2,0,0,0,100000,0,3.0
1305,41103,0,70,2,1,0,1,0,19,2,1,1,0,1,2,0,1,0,50000,0,2.0
1541,44396,0,67,1,0,0,1,0,11,1,1,3,1,0,0,0,0,0,50000,0,2.0
3189,1794,2,65,2,1,0,0,0,10,1,0,2,0,4,2,0,0,0,100000,0,1.0
2472,7369,1,39,2,0,0,4,0,6,2,0,4,0,2,0,0,3,0,100000,0,1.0
2642,40777,2,52,2,0,0,1,0,9,0,0,4,0,2,0,0,3,0,100000,0,1.0
622,33562,3,67,2,1,0,3,0,2,2,0,3,0,0,0,0,1,0,25000,0,3.0
2827,5627,3,65,1,0,0,2,0,21,0,0,3,0,3,0,0,0,0,100000,0,2.0
1493,24352,2,43,2,1,0,4,0,29,2,0,1,1,4,0,0,1,0,100000,0,2.0
110,11177,1,69,2,1,0,2,0,15,2,1,1,0,2,2,0,2,0,100000,0,1.0
2275,48949,0,74,0,1,0,2,0,2,1,1,1,0,4,2,0,3,0,25000,0,1.0
3070,46272,3,56,1,1,0,0,0,26,1,0,1,0,0,1,0,0,0,50000,0,2.0
1169,38211,1,64,0,1,0,0,0,25,0,0,1,1,2,0,0,1,0,100000,0,1.0
3631,13701,1,59,0,1,0,2,0,25,2,0,3,0,4,2,0,3,0,50000,0,2.0
232,27462,0,30,2,1,0,4,0,29,0,1,2,1,4,1,0,3,0,50000,0,2.0
66,25048,1,75,0,0,0,3,0,10,1,0,4,0,1,2,0,2,0,100000,0,1.0
3315,30005,0,45,1,0,0,1,0,21,1,0,4,1,0,1,0,3,0,100000,0,3.0
2072,42729,0,38,1,1,0,4,0,18,2,1,1,1,2,1,0,0,0,50000,0,1.0
2192,8878,0,33,0,1,0,1,0,29,2,0,4,0,1,2,0,0,0,50000,0,1.0
536,12682,2,48,1,0,0,3,0,4,1,0,3,0,0,2,0,3,0,100000,0,1.0
125,27141,0,18,2,1,0,4,0,28,1,0,2,0,3,1,0,0,0,25000,0,2.0
2133,18779,2,64,2,1,0,3,0,5,0,0,1,0,0,1,0,2,0,25000,0,2.0
1254,8833,0,57,2,0,0,3,0,1,1,0,4,1,0,0,0,2,0,25000,0,1.0
3034,7694,1,68,2,1,0,1,0,6,1,0,4,0,4,1,0,0,0,25000,0,2.0
1976,37183,0,78,2,1,0,1,0,28,0,1,4,0,2,2,0,2,0,25000,0,1.0
3006,8570,0,29,2,1,0,2,0,7,1,0,1,1,2,1,0,3,0,50000,0,3.0
2841,40615,0,70,0,1,0,3,0,22,2,0,3,1,1,2,0,2,0,100000,0,2.0
2075,1127,3,26,2,0,0,2,0,11,0,1,2,0,4,2,0,3,0,50000,0,2.0
484,22919,2,63,2,1,0,2,0,14,1,1,4,1,1,0,0,3,0,25000,0,3.0
1654,4265,0,38,0,1,0,4,0,29,0,0,2,0,4,0,0,0,0,50000,0,0.0
